,title,nsuid,price_us,description
5595,Game of Dragons,70010000038344,9.99,"[Story] The world is largely divided into two religions, Meridianism and Ilunesism, and believers of each religion are opposed to each other. The Church of Illunes created a paradise of gods, and rumors circulated that there were all kinds of knowledge a…"
8435,Gamedec - Definitive Edition,70010000054279,29.99,"More choices. More consequences. More GAMEDEC. We’ve added a huge additional story case with new locations, characters, and gameplay. 30+ side quests. Animated endgame cutscenes for each major ending. New voiced characters. Extra mini-games and, well... …"
10902,Games Advent Calendar - 25 Days - 25 Surprises,70010000070214,14.99,
11892,Games Advent Calendar 2024,70010000077895,14.99,
3114,Ganbare! Super Strikers,70010000022542,9.99,"Ganbare! Super Strikers is an innovative mix between Tactical RPG and Soccer. Win matches to level up and earn new equipment that will allow you to learn special abilities, boost your players' stats or protect yourself against altered status effects. Cre…"
4637,Gang Beasts,70010000033942,29.99,"Gang Beasts is a silly multiplayer party game with surly gelatinous characters, brutal slapstick fight sequences, and absurd hazardous environments, set in the mean streets of Beef City.   Customise your character and fight local and online enemies in th…"
11690,Gang Blast,70010000075123,0.99,
8051,Gangsta Magic,70010000052676,8.99,"The player is a talented gangsta magician. He has several abilities like flying, dashing, super jump; and also several magic attacks like fireball, freezing, electric shock. In addition to that, the player can use the power of his mind to move some objec…"
5942,Gangsta Paradise,70010000039040,9.99,"Your city was safe from crimes for a long time. But these times had to end. A mafia boss Al Calzone came with his thugs and wants local business owners to pay tribute for ""protection"". Some people started to pay cash, some paid with theirs lives. It was …"
9661,"Gangster Life:  Criminal Untold, Cars, Theft, Police",70010000062044,4.99,
7728,Ganryu 2 - Hakuma Kojiro,70010000050616,19.99,"Ganryu 2 is the sequel to the Ganryu game made by VISCO on NEOGEO back in 1999. The universe takes place in a feudal fantasy Japan which is strongly inspired by the story of Takezo Musashi, whose adventures are unfolded in a series of books (mainly ""The …"
1622,Gaokao.Love.100Days,70010000013484,11.99,"Is there still room for love in this 100 days, or am I just ruining my life, or worse, her life? This is a dating simulation game based on Chinese students' real life.  You can have romantic relationship with classmates, but remember that you have just 1…"
6229,Gaps by POWGI,70010000041218,7.99,"These words have one letter missing. Deduce the correct letters to fill the gaps and spell a new word, but watch out for red herrings! There are 150 puzzles to solve - and 150 terrible jokes."
930,Garage,70010000008529,14.99,"Garage - United by Death   Garage is a bloody shooter in the style of an 80s B-movie. Playing as a drug dealer named Butch, you stand alone against hordes of the living dead.   Explore every dark corner of an underground parking garage and discover a pas…"
2588,Garage Mechanic Simulator,70010000019791,6.99,Now you can own and operate your own auto repair service with Garage Mechanic Simulator. Garage Mechanic Simulatorgives you the behind the scenes view of the daily dealings at local garages and dealership repair shops.
13149,Garage Mechanic Simulator 3D,70010000086582,5.99,
12606,Garage: Bad Dream Adventure,70010000081382,24.99,
12523,Garbage Driver Truck Simulator 2025,70010000081334,7.99,
7658,Garbage Pail Kids: Mad Mike & the Quest for Stale Gum,70010000050586,9.99,"In the 80’s, the world was ruled by two things: video games and Garbage Pail Kids cards. These lovable grossout monster children could be found in the lunchboxes of every latchkey kid, juvenile delinquent, rascal, and brat in your neighborhood. At the sa…"
10885,Garden Buddies,70010000070812,14.99,
10887,Garden Guardian,70010000070371,4.99,
9452,Garden In!,70010000061710,9.99,
9874,Garden Life: A Cozy Simulator,70010000064993,39.99,
1650,Garden Paws,70010000014109,24.99,"In order to expand your home, and build up the nearby town, you're going to need coins. What better way to earn those coins than by running a shop! Explore the islands and caves collecting everything from poop to flowers to sell to the local villagers. O…"
9639,Garden Simulator,70010000062557,26.99,
4445,Garden Story,70010000032052,19.99,"Unify a broken community as the newly-appointed Guardian of The Grove. Traverse a vibrant island to combat invasive Rot, inspire its inhabitants, and rebuild your home. You won't have to do this alone: fruity friends await, ready to lend a hand! Concord,…"
10955,Garden Witch Life,70010000071790,29.99,
9713,Garden of Pets,70010000062159,7.99,"Welcome to Garden of Pets! In this game, you get to raise and care for your very own virtual dog in a beautiful garden setting. Choose from a variety of different breeds, including retrievers, poodles, and more, and give them a unique look with a range o…"
12648,Garden of the Sea,70010000082586,19.99,
7220,Gardener's Path,70010000047920,4.99,"Gardener’s Path is a top-down turn-based puzzle game, about fighting giant insects and protecting underground gardens.  Solve increasingly elaborate puzzles scattered throughout 60 handcrafted gardens, each one with their own set of friends and foes. Tak…"
7268,Gardenia,70010000048545,14.99,"Gardenia is a FPP gardening simulator with elements of platformer, crafting, adventure, exploration and more! Discover a beautiful place that is carefree and full of holiday peace. Find treasure and magic mushrooms that will give you access to the most i…"
2746,Garfield Kart Furious Racing,70010000020809,29.99,"Garfield, the famous lasagna-loving cat is back to take on Jon, Odie and company in a no-holds-barred racing game! Choose your character and kart according to their characteristics and your driving style, get off the starting line first and control skids…"
8356,Garfield Lasagna Party,70010000054907,39.99,"32 mini-games to discover across emblematic environments such as Garfield's house, the pizzeria, Liz’s veterinary clinic... Our friends Garfield, Odie, Arlene et Nermal have taken on an enormous challenge: to participate in a gigantic lasagna party!  A w…"
7982,Gargoyles Remastered,70010000052239,14.99,
12816,Garlant: My Story,70010000083099,15.99,
10259,Garlic,70010000066065,14.99,
12262,Garten of Banban,70010000079849,1.99,
12260,Garten of Banban 2,70010000079859,4.99,
12261,Garten of Banban 3,70010000079850,4.99,
12263,Garten of Banban 4,70010000079844,9.99,
13232,Garten of Banban 6,70010000087225,9.99,
5434,Gas Guzzlers Extreme,70010000037127,29.99,"Take a white-knuckle ride in this crazily addictive combat racing game that features a ton of vehicles, weapons, upgrades, on-track bonuses and environments. Gas Guzzlers Extreme is an exciting new twist on the car combat experience with the addition of …"
7465,Gas Station Simulator,70010000049169,19.99,"Gas Station Simulator is all about renovating, expanding and running a gas station along a highway in the middle of a desert. Freedom of choice and multiple approaches to run your business and deal with pressure are key ingredients in this game. Buy an a…"
4599,Gas Station: Highway Services,70010000032240,11.99,"Buckle up and get ready for the trip of your life! When you cruise on an open highway, the safety and convenience of your trip depend on the services provided along the road. This is a game that lets you explore them! FEATURES: IMPRESSIVE CAR COLLECTION:…"
10088,Gastro Force,70010000065172,6.99,
3553,Gates Of Hell,70010000026909,5.99,"Prophesied through the ages, the end of the age of man is at hand. You are the Angel Cassiel, sent to Earth to destroy Satan's Demon legions before they purge the land of all mankind. Gates of Hell is a fast-paced first-person shooter where you must batt…"
11169,Gates of The Mind,70010000072843,14.99,
1499,Gato Roboto,70010000013632,7.99,Pounce inside of your cozy armored mech and set off on a dangerous trek through an alien underworld full of irritable creatures and treacherous obstacles in a valiant effort to save your stranded captain and his crashed spaceship. Tiptoe outside the frie…
10412,Gauntler,70010000067598,4.99,
7552,Gav-Gav Odyssey,70010000049440,4.99,"Gav-Gav Odyssey is another way to get the blast from the gaming past! This game merges the best elements from golden age gaming: platforming, scroll shooting and puzzles. Cute doggies as key heroes are combined with challenging puzzle tricks and can capt…"
57,Gear.Club Unlimited,70010000000656,14.9,"For the first time on Nintendo Switch, drive through an authentic world of cars with Gear.Club Unlimited. Get behind the wheel of the most incredible cars from the most prestigious manufacturers. Race through over 400 challenging races. Learn to master t…"
1114,Gear.Club Unlimited 2,70010000010448,24.99,"With the pedal to the metal, race along more than 1800 miles of races! On the mountainside, through a nature park, in the middle of the desert or along the coast, defend your position over the course of more than 250 races, including championships, missi…"
12311,Gearhead Karting Simulator - Mechanic & Racing,70010000079134,11.99,
6739,Gearshifters,70010000044318,29.99,"An arcade-action shoot-‘em-up rogue-lite. Steer, drift, spin, smash and gun through waves of enemy vehicles. Go to war against extreme-machine bosses. Build up and tune your tactical loadout of car mods, defences and weaponry for each treacherous transpo…"
2427,Geki Yaba Runner Anniversary Edition,70010000018244,2.99,"Run like there's gnome tomorrow! Join Bumb, Berzerk, and Speedster as they run, jump, fly, glide and break their way through the magical lands of Gnomia to reach their mysterious destiny. You can help them save the kingdom, find a princess and collect hu…"
701,Gekido Kintaro's Revenge,70010000005425,9.89,"A year has passed since the epic battle that decided the fate of mankind and claimed the life of the beloved Angela. Dark omens once again tell of the return of an evil presence. Ushi is the last remaining master of the ancient art of Shin-Ken, and he ca…"
10304,Gekisou!Benza Race -Toilet Shooting Star-,70010000066370,13.0,
1779,Gelly Break Deluxe,70010000014078,19.99,"""Gelly Break Deluxe"" is a real passion project for us and the re-release of our fun first platformer ""Gelly Break"" developed for all ages. Three years after the initial release, we have fulfilled our dream, reclaimed the rights to the IP and are now publ…"
5725,Gem Miner,70010000038826,5.99,"Help Ashley Dig her way through the mine and collect as many gems as possible before the time limit. Use specialized tools and explosives for an all out fun filled adventure! Avoid Bombs and Rocks, Dig up Gems and Bones and make  your riches. "
520,Gem Smashers,70010000003446,9.99,"Long ago, the Earth was devastated by a fearsome creature: the scientist IMBU and his henchmen robbed the Earth of all its energy and trapped its peaceful inhabitants in sparkling gemstones. Miraculously, three heroes escaped: BAU, BAM and BOM. They beca…"
7349,Gem Wizards Tactics,70010000048554,12.99,"LEAD THE BATTLE  Gem Wizards Tactics combines the familiar tactical game formula with multiple combat mechanics, and randomly generated maps making for hours of single-player fun!  You'll take part in a war that isn't just about mashing the enemy - each …"
6658,GemaBoy Zero Origins,70010000044900,12.34,A couple of years after the events of PLOID and Uchusen the Ploids have formed the patrol that protects time and space to avoid repeating the story of V.O.I.D. and PLOID with Dr. Elo... You are turning into the ultimate PLOID X but something is wrong wit…
9642,Gematombe,70010000062946,14.99,
5305,Gemini,70010000036495,3.99," Features: - 5 different worlds, 25 levels, and 125 waves of enemies to fight! - 64 types of equipment and upgrades. - Many monsters and bosses to kill and get rewards."
1466,Gemini,70010000013482,4.99,Gemini 
5045,Geminose Animal Popstars,70010000035247,19.0,"Meet the Geminose, seriously cute and talented animals from all over the globe. The Geminose love to make, listen, and dance to music and they’re ready to embark on their world tour with your help!  Recruit the Geminose from all over the world and form y…"
7148,Gems of Magic: Dwarf's Destiny,70010000047657,9.99,"Having lost his home, the young dwarf Axel embarks on a journey looking to discover the world and to find a new place to call home. After weeks of travel, Axel finds himself in the city of the Forest Dwellers. Their village has been destroyed by the Gobl…"
6018,Gems of Magic: Father's Day,70010000040936,9.99,"Every time a cheerful father and son venture out together, they end up in problems. That doesn’t stop them to take a walk through the mountains! What can go wrong in a peaceful natural setting? Then father takes a tumble. Luckily, he’s fine but he ended …"
4695,Gems of Magic: Lost Family,70010000033902,9.99,"Gems of Magic brings a match-3 game together with wonderful hand-drawn art with a story of magic, gems and adventure. Discover this mystical enchanted forest in a calm and relaxing world of spirits and magic. But a dark cloud is forming over the forest a…"
1250,Gems of War,70010000011860,0.0,"From the creators of Puzzle Quest comes the ultimate evolution of the Puzzle-RPG-Strategy mashup, Gems of War! Match gems and skulls to turn the tide of battle, build your team of heroes and conquer mighty kingdoms! Immerse yourself in a world of adventu…"
3148,Gemstone Keeper,70010000022157,8.99,"Gemstone Keeper is an action twin-stick roguelike shooter where a brave explorer can traverse a large and mystical cavern to search for rare and precious gemstones. The deeper an explorer goes into the caverns, the more valuable gemstones that can be fou…"
3863,Genesis Noir,70010000028880,14.99,"You play as No Man, a watch peddler caught in a love triangle with other cosmic beings, Miss Mass and Golden Boy. When your affair turns into a bitter confrontation, you will witness a gunshot fired by a jealous god—otherwise known as The Big Bang. Jump …"
3939,Genetic Disaster,70010000028508,14.99,1/ Play alone or grab some friends 2/ Pick a character and his mutations 3/ Fight your way out of the mad mansion!  Each of the 12 levels are procedurally generated for more variety and replay value.  Hordes of enemies are waiting for you but keep an eye…
11309,Genso Chronicles,70010000073758,14.99,
10805,Genso Manège,70010000070243,39.99,
1777,GensokyoDefenders,70010000014796,19.99,"Use Traps and Spell Cards to fight back the magical masses in this Touhou Project fan game, now on Nintendo Switch! Blistering shoot-em-up action meets tactical tower defense as you choose from almost 20 popular characters to stop the fairy onslaught! Ta…"
9584,GeoJelly,70010000062860,10.99,
7213,Geography Quiz Festival: Guess the Countries,70010000047417,4.99,Welcome to Geography Quiz Festival: Guess the Countries! Make your way through our beloved game by completing the different quizzes you find along the way. Prove that you know the most about geography! Geography Quiz Festival: Guess the Countries is a fu…
11202,Geometric Brothers,70010000072605,14.0,
8362,Geometric Feel the Beats,70010000054736,4.99,Inspired by a space theme and with touches of “Tron” (we love this movie!) the game is fun and competition accompanied by frantic music. Don't like dying over and over again? Then your problems are over! In “Geometric Feel The Beat” you don't have to wor…
7653,Geometric Sniper,70010000050519,2.99,"In lively and varied environments, designed exclusively for this game, you will not have a second chance, precision is everything! When taking the mission, pay attention to the photo and information obtained by secret agents about your target. As a Snipe…"
8164,Geometric Sniper - Blood in Paris,70010000053557,2.99,"As a sniper, you'll have to pay attention to the details and find the perfect moment to shoot. Your targets know they are wanted and will try to hide in a variety of ways. Have the patience to establish a clear shot, memorizing the information for each m…"
10834,Geometric Sniper Z,70010000070905,3.99,
11307,Geometry Survivor,70010000073899,4.99,
4989,Georifters,70010000034330,29.99,"Steal the ground right from under your enemies! or yourself!  In Georifters you can spin walls, twist tunnels, crush critters, battle against the ground or with it! It can be your tool or a weapon you use to smash others in a series of fast paced ground …"
6827,Gerda: A Flame in Winter,70010000045964,19.99,"When the snow stops falling, the small Danish village of Tinglev will no longer be the same. Walk the path of Gerda as her quiet life is turned upside-down during the World War 2 occupation of her home. Choose where to go, how to act, and who to trust in…"
4148,Gerritory,70010000029652,7.99,Gerritory is a 4-player action party game with unique game rules and minimalistic visuals. You and your friends control cube characters to move in various levels and color tiles to score points. The one who is behind the scoreboard can kill another playe…
4603,Gerty,70010000032031,12.99,"Gerty is a top-down rogue-lite twin-stick shooter with fully destructible environment. Carve your own path through replayable procedurally generated levels and create tactically advantageous situations to eliminate the alien threat in intense, tough but …"
4591,Get 10 quest,70010000032887,2.99,"80 levels, 6 different gameplay and the original endless mode."
7799,"Get Me Out, Please",70010000051198,29.99,
3387,Get Me Outta Here,70010000024490,4.99,Get ready intensive action-packed retro gameplay! You play as a middle-aged farmer who wakes up to find that you have been abducted by aliens. Wearing only a hospital gown and a pair of boxers you manage to get a hold of one of the alien weapons. Can you…
6105,Get Ogre It,70010000040038,11.99,"""Get Ogre It"" is a roguelike dungeon escaper game. You have to play as a little ogre named Gobby, who was cursed and turned into a human by an unprofessional alchemist. He made a terrible mistake: the curse randomly turns Gobby from a human into an ogre.…"
2686,Get Over Here,70010000020495,4.99,"GetOverHere is a dynamic and competitive arena game that brings out the nostalgic feel of the 90's. The player takes control of a character with a hook gun, where his goal is to pull his enemies and finish them off."
7506,Get Packed: Couch Chaos,70010000049347,14.99,"Get Packed: Couch Chaos is the expanded edition of the couch co-op removals game that’s full of calamity and physics-based carnage for 1-4 players, and it’s now on Nintendo Switch™ system! When a greedy salt mining company takes over Ditchlington, Last D…"
11896,"Get in the Car, Loser!",70010000077277,24.99,
5278,Get-A-Grip Chip,70010000036546,9.99,"Help Chip save the lost Battery Bots on a perilous journey through the treacherous depths of a robot assembly factory. When piloting Chip, you can't jump, but you can soar over the pits of molten metal, giant crushers, pools of toxic waste, shifting saws…"
5966,Get-A-Grip Chip and the Body Bugs,70010000040156,2.99,"Re-master the hook with Get-A-Grip Chip and the Body Bugs Unlock the human body’s digestive system and defeat the body bugs with Get-A-Grip Chip and their trusty cells. When piloting Chip, you still can’t jump, but you can sail over pits of bodily fluids…"
5416,GetsuFumaDen: Undying Moon,70010000037146,24.99,GetsuFumaDen: Undying Moon 
13060,Getting There,70010000085045,4.99,
228,Ghost 1.0,70010000001387,9.99,"""Ghost"" is a metroidvania where two super hackers hire a mysterious agent in order to infiltrate the Nakamura Space Station and steal the greatest electronic secret ever. Of course, the space station will defend itself, which is where the fun begins: the…"
13037,Ghost Assassin - Stealth Strike,70010000085182,8.99,
1670,Ghost Blade HD,70010000014495,14.99,"Ghost Blade HD is an intense Bullet-Hell top down shoot 'em up, composed by frenetic and addictive score-based gameplay. With its inspiration going back to the shooting games of the 1990s era, Ghost Blade HD ties old memories to current tones and techniq…"
4147,Ghost Files: Memory of a Crime,70010000029850,14.99,They say a good story begins with an earthquake and works its way up to a climax. The story of Arthur Christie begins with a painful wake up in a dark basement with an unknown murder victim and memory gaps larger than bullet holes. A moment later the bui…
10277,Ghost Files: The Face of Guilt,70010000066030,14.99,
2700,Ghost Grab 3000,70010000020422,4.99,"A challenging arcade score-attack game with a unique mechanic... THE GRAPPLE BEAM. Chain together ghosts with your energy beam, then destroy them all at once to earn points. The longer your chain, the bigger your score multiplier. Destroy endless waves o…"
2541,Ghost Parade,70010000019638,39.99,"There’s something spooky in the woods... And it needs your help! Your walk home takes an other-worldly turn as you become lost in a dark, mysterious forest. Join a mystical battle to protect the supernatural inhabitants from those who are trying to level…"
8018,Ghost Song,70010000052660,19.99,"On the desolate moon of Lorian, a long-dormant Deadsuit awakens from slumber—armed and combat-ready, memory clear of purpose. But something new is stirring…   Strike out beneath the surface in search of answers in Ghost Song, an atmospheric 2D adventure …"
3764,Ghost Sweeper,70010000027931,4.99," After many centuries the dark lord is resurrected from his ashes, coming back to his castle and cursing the lands all around!! Now many ghosts and undead wander freely haunting every place, giving to the people only one option, escape! But when the hope…"
7230,Ghost Sync,70010000047799,14.99,"In a world infested with evil beasts called savarians, a girl is on a journey to hunt these dangerous beings. One day she runs into a dog possessed by the soul of a young man. This meeting triggers a further long adventure awaiting only to reveal what is…"
12607,Ghost Teen Escape from Limbo,70010000081087,4.99,
8143,Ghost Trick: Phantom Detective,70010000053641,29.99,Ghost Trick: Phantom Detective 
6474,Ghost in the Pool,70010000043214,5.99,
3890,Ghost of a Tale,70010000028283,24.99,"Ghost of a Tale follows a courageous minstrel Mouse named Tilo on a perilous quest to escape the dungeons of Dwindling Heights Keep and discover the fate of his true love, Merra. Set in a medieval world where Rats rule over all other creatures, Ghost of …"
5933,Ghost: Elisa Cameron,70010000039929,9.99,"You wake up in a cold, desolate bathroom without any memory of your whereabouts, as a surveillance camera tracks your every move. Can you piece together the mystery and find your way to safety? As Elisa Cameron, you must work to save your sister, your fu…"
4479,Ghostanoid,70010000032601,6.99,"Company dealing with cleaning of abandoned houses urgently seeks a ghost buster. We are very good at our job, but this time we are faced with tiny, evil and quick-witted ghosts. Somebody has to be able to handle them. Who else could it be if not you? You…"
7111,Ghostbusters: Spirits Unleashed Ecto Edition,70010000047171,19.99,
2376,Ghostbusters: The Video Game Remastered,70010000018242,29.99,The beloved and critically acclaimed Ghostbusters video game is back and remastered for Nintendo Switch! Strap on your proton pack once again and join the Ghostbusters on the adventure with the voice and likeness of the original crew as you battle to sav…
13156,GhostlyRyokan,70010000086002,2.99,
4699,Ghostrunner,70010000033655,29.99,"Ghostrunner is a hardcore FPP slasher packed with lightning-fast action, set in a grim, cyberpunk megastructure. Climb Dharma Tower, humanity’s last shelter, after a world-ending cataclysm. Make your way up from the bottom to the top, confront the tyrann…"
3053,Ghosts 'n Goblins Resurrection,70010000022555,29.99,"Watch as this nostalgic yet completely reimagined storybook world unravels before your very eyes. Taking cues from both Ghosts 'n Goblins and Ghouls 'n Ghosts and giving birth to something entirely new, Resurrection is a title worthy of its name. Don't b…"
7073,Ghosts and Apples,70010000046233,9.99,"You have come to a house full of magic where intrigue and mystery reign. A ghost spies through the window while an octopus acts as a coat hanger. A raven is guarding the evil potion brewing cauldron. And, in the distance, a vampire is about to awaken… Yo…"
10793,Ghosty,70010000069176,1.99,
1710,Ghoulboy,70010000014894,9.99,"Ghoulboy is a retro-inspired style action platformer. Exciting new platformer that combines the action-RPG genre with hack 'n' slash gameplay.  2D action, heroic characters, gloomy environments, demonic bosses, these all seem to excite players a lot. Pix…"
674,Giana Sisters: Twisted Dreams - Owltimate Edition,70010000005222,29.99,Dash through tricky levels and transform the whole world at will in this fast-paced award-winning platformer.  Giana Sisters: Twisted Dreams – Director’s Cut combines graphics that pack a visual punch and tight controls with the challenge of retro era pl…
11421,Giant Chase,70010000073310,0.99,
13227,Giant Rush,70010000087996,4.99,
10409,Giant Wishes,70010000067052,4.99,
5603,Gibbon: Beyond the Trees,70010000038980,14.99,"Gibbon: Beyond the Trees is a hand-drawn adventure following a lost gibbon as they embark on a dangerous journey into unknown lands. Race to freedom in liberation mode, or play through an hour-long narrative that captures the real struggle of living crea…"
4725,Gibbous - A Cthulhu Adventure,70010000033929,19.99,"Crazy cultists. Cthulhu. A talking cat. Gibbous takes you on a traditionally animated adventure. Play as three protagonists and explore a lushly rendered Lovecraft-inspired world, unraveling ancient conspiracies. A comedy cosmic horror adventure made in …"
11124,Gift,70010000072412,24.99,
6967,GigaBash,70010000046097,24.99,
2719,Gigantosaurus The Game,70010000020101,24.99,"Explore and race across the prehistoric world of Gigantosaurus. This Disney dino tale is part saving the world, part super race, and all giant fun!  Rocky, Tiny, Mazu and Bill have scary problems – like the meteor that’s blocked up Giganto’s volcano! Onl…"
6975,Gigantosaurus: Dino Kart,70010000046745,39.99,"Race around Cretacia in a prehistoric kart championship for up to 4 players of all ages, where you can play as your favorite dino friends and even bump into the mysterious Gigantosaurus himself!  This racing adventure is full of awesome obstacles and pow…"
9570,Gigantosaurus: Dino Sports,70010000062573,39.99,
8043,Gigapocalypse,70010000052859,9.99,"As a little kid, picking up your dragon toys, spewing fire, feels powerful and destroying everything is one of the best childhood memories for many of us. Now you become that giant monster in Gigapocalypse, a 2D pixel art destruction game, inspired by cl…"
12536,Gimmick! 2,70010000081723,24.99,
9923,Gimmick! Special Edition,70010000064097,14.99,
12285,Ginger - The Tooth Fairy,70010000079630,6.99,
440,Ginger: Beyond the Crystal,70010000002611,19.99,"A world destroyed by a crystal explosion, a mysterious threat hanging over its inhabitants, and a goddess who creates a hero. This is Ginger: Beyond The Crystal. The towns are devastated and their inhabitants disappeared, but there is still hope. Ginger …"
9351,Ginnung,70010000060360,5.0,"Ginnung is a tight platformer with simple and versatile movement for you to master. Perfect your escape in 50+ levels, and slay the monsters in your way! Set in a mysterious world of Norse spirits and Gods. Ginnung is a movement focused platformer with s…"
5389,Girabox,70010000036158,2.49,"This minimalist puzzler offers a unique premise for an innovative and deep gameplay: here you don’t control your character, but rather the world around it. Gravity is the only force applying motion, so you need to rotate the levels until your character r…"
3901,Giraffe and Annika,70010000028915,29.99,"After waking from a strange dream, Annika finds herself stranded on the island of Spica, having no recollection of her past. With the help of a boy named Giraffe and the witch Lily, she must find three special star fragments on the island in order to unc…"
11566,Girl Dress Up Classic,70010000074422,3.99,
11288,Girl Genius: Adventures In Castle Heterodyne,70010000073544,29.99,
6590,Girls Tank Battle,70010000043306,10.99,"The survival of girls who have fallen into a four-dimensional world begins. When you clear the stage, you select one of the three skills to challenge the next stage with your own strategy. ・ A tank battle that relieves stress with explosive direction beg…"
5072,Give It Up! Bouncy,70010000035674,9.99,"Boink through over 70 thumb-twisting levels, beat nerve-racking challenges, and collect ridiculous skins for your blob.  "
9834,Give me toilet paper!,70010000063524,5.0,
10807,Gladiator's Arena,70010000070435,4.99,
11863,Gladiatorial Conquest Battle: Arena of Legends,70010000076282,9.99,
858,Glaive: Brick Breaker,70010000007442,9.99,"You have been granted access to pilot ""Glaive"" - a brick breaking battle ship. Prove your ability and use it to fight through 125 stages of intense arkanoid-style action. Glaive is a classic and popular arkanoid-type game with beautiful 3D graphics. Many…"
5532,Glam's Incredible Run: Escape from Dukha,70010000037477,3.99,"Glam has the most unique ability in the video game history She can grab branches and swing by using her hair. Controls are simple: three buttons and a Stick. Master your, swinging and jumping skills on the epic obstacles courses where each death is a les…"
1920,Glass Masquerade,70010000015210,11.99,Welcome to Glass Masquerade – an artistic puzzle game inspired by Art Deco and stained-glass artisans of the 20th century. Combine hidden glass pieces to unveil clocks and themes exhibited by various cultures of the world at the 'International Times Exhi…
3367,Glass Masquerade 2: Illusions,70010000024558,11.99,"Glass Masquerade 2: Illusions is a dreamlike collection of artistic jigsaw puzzles to piece together at your own relaxed pace. Dive into the rabbit hole of the abstract and the fantastical, putting together stained-glass fragments to solve dreams and rid…"
4123,Glass Masquerade Double Pack,70010000029335,21.99,This bundle contains Glass Masquerade and Glass Masquerade 2: Illusions – beautifully artistic and calmly challenging puzzle games from developer Onyx Lute. Enjoy these two highly acclaimed games as you piece together over 50 intricately designed jigsaws…
3531,Gleamlight,70010000026186,19.99,"Welcome to Gleamlight – a 2D action game that will take you through an adventure traversing a beautiful, transient world. Immerse yourself amid the beautiful stained glass artistry as you navigate without the reliance of any standard game UI, while traci…"
2949,Gleaner Heights,70010000021712,9.99,"""Today is another typical day in Gleaner Heights. I got up, went to the general store, bought some seeds, planted them. Cooked some spaghetti bolognese, went out to chop wood. Milked my cows, fed them too. Got in my boat, went underwater with my diving s…"
6916,Gleylancer,70010000045603,6.99,"In the year 1992, Gleylancer was released as an iconic space shooter. Our heroine pilot decides to hijack the prototype fighter and go after her missing father. Get ready to shoot your way through battalions of hostile aliens as you guide your ship safel…"
8588,Gliding Square,70010000055625,4.0,"Gliding Square is a 2.5D Casual Game, Collect All Points and Pass Levels by Gliding, But Every Some Levels Have Protectors and We Must Not Hit Them! Glide Momentum and Collect Points, It'll Be Hard to Get Used to! But With Enough Acceleration, You Can Gl…"
7995,Glitch Busters: Stuck On You,70010000052988,19.99,
4542,Glitch's Trip,70010000032229,12.99,A PLANET'S LAST HOPE Glitch is chilling at his favorite local haunt when he sees something impossible in the sky: his home planet’s moons seem to be hemorrhaging life-giving Moon Juice—and what are those giant breweries sucking it all up? If Glitch doesn…
6030,Glitchangels,70010000040119,14.99,"Experience the thrill of old-school arcade mayhem, updated and improved for the modern day! Defeat hordes of enemies, purify areas of corruption and unlock devastating abilities as you go. Become a ghostly apparition, go supersonic, summon minions, nuke …"
7159,Glitchhikers: The Spaces Between,70010000047761,12.99,"GAME OVERVIEW Glitchhikers: The Spaces Between is about the thoughts that exist between destinations, the parts of journeys that dominate our time but not our attention, when our minds wander to parts of ourselves, and our world normally left unexamined.…"
5542,Glittering Sword,70010000037035,4.99,Not every game can be rated solely by screenshots. It's like a human's essence that can’t be measured by a staged photo. And thus Glittering Sword is not that kind of game that some may think judging by screenshots or trailer. On the first glance it look…
5599,Gloom and Doom,70010000038543,39.99,"Gloom and Doom is a visual novel throwback to 90s slacker movies with a supernatural twist. A depressed wraith is trying to earn his way back into heaven by hunting demons.  After killing demons for 400 years, his final mark is a girl who believes she wi…"
8139,Gloomhaven,70010000053753,,
11948,Glorious Savior,70010000077950,14.99,
12248,Gluck,70010000079255,6.99,
3868,Glyph,70010000028344,9.99,"Glyph is a cute, physics-based adventure starring a mech-scarab and his trusted guide, Anobi, challenged with rebuilding an ancient civilization buried under the desert sand. Jump, double-jump, smash and glide through the air in this vertical platformer …"
12591,Glyphs of Gitzan,70010000081098,4.99,
9581,Gnarbike Trials 2,70010000062582,6.0,
4729,Gnome More War,70010000033772,2.99,"It was a fine day in the farm, and Freija was just chatting with her friend Filipo about the upcoming harvest when out of nowhere, a gnome passed by and stole from their barn! Will they let it slide? Not on their watch. Experience the classic arcade shoo…"
1558,Gnomes Garden,70010000013512,2.99,A wonderful garden had always brought joy to all the people of the kingdom and all the residents of the castle. But a dry summer withered the king’s beloved garden and the surrounding gardens of the kingdom alike. The ruler has fallen ill and the kingdom…
1962,Gnomes Garden 2,70010000015742,2.99,"The wicked queen of the trolls has returned from banishment! Using her evil magic, she has kidnapped the princess of the gnomes and taken her to a distant kingdom. In those lands, none know of the power of the magical gardens! The gnomish people who live…"
1636,Gnomes Garden 3: The thief of castles,70010000013259,2.99,"The gnome princess has finally come home. She managed to make peace with the trolls and befriend their queen, but at home evil was afoot: a warlock collector stole the gnome monarch’s castle along with the royal family! The princess must gather a team an…"
2051,Gnomes Garden: Lost King,70010000016264,2.99,"The princess of our fairytale kingdom grew up and got married long ago. But one day, her beloved husband went hunting and didn’t come back. He disappeared with his whole retinue. Where did he go? Go on an adventure through a world of secrets and mystical…"
